Date,Close
1/4/2021 16:00:00,3.05
1/5/2021 16:00:00,3.1
1/6/2021 16:00:00,3.08
1/7/2021 16:00:00,4.16
1/8/2021 16:00:00,6.39
1/11/2021 16:00:00,4.95
1/12/2021 16:00:00,5.09
1/13/2021 16:00:00,5.05
1/14/2021 16:00:00,5.26
1/15/2021 16:00:00,4.84
1/19/2021 16:00:00,4.76
1/20/2021 16:00:00,4.18
1/21/2021 16:00:00,3.71
1/22/2021 16:00:00,4.22
1/25/2021 16:00:00,3.99
1/26/2021 16:00:00,3.91
1/27/2021 16:00:00,3.48
1/28/2021 16:00:00,3.95
1/29/2021 16:00:00,3.8
2/1/2021 16:00:00,3.81
2/2/2021 16:00:00,4.13
2/3/2021 16:00:00,4.23
2/4/2021 16:00:00,4.21
2/5/2021 16:00:00,4.24
2/8/2021 16:00:00,5.18
2/9/2021 16:00:00,6.6
2/10/2021 16:00:00,5.76
2/11/2021 16:00:00,6.28
2/12/2021 16:00:00,6.98
2/16/2021 16:00:00,6.91
2/17/2021 16:00:00,7.35
2/18/2021 16:00:00,7.28
2/19/2021 16:00:00,8.53
2/22/2021 16:00:00,10.39
2/23/2021 16:00:00,8.17
2/24/2021 16:00:00,9.35
2/25/2021 16:00:00,8.25
2/26/2021 16:00:00,7.88
3/1/2021 16:00:00,9.05
3/2/2021 16:00:00,8.38
3/3/2021 16:00:00,8.38
3/4/2021 16:00:00,7.28
3/5/2021 16:00:00,7
3/8/2021 16:00:00,7.29
3/9/2021 16:00:00,8.38
3/10/2021 16:00:00,8.22
3/11/2021 16:00:00,8.3
3/12/2021 16:00:00,8.23
3/15/2021 16:00:00,8.88
3/16/2021 16:00:00,8.21
3/17/2021 16:00:00,8.66
3/18/2021 16:00:00,8.3
3/19/2021 16:00:00,8.45
3/22/2021 16:00:00,8.02
3/23/2021 16:00:00,7.47
3/24/2021 16:00:00,7.13
3/25/2021 16:00:00,7.03
3/26/2021 16:00:00,7.16
3/29/2021 16:00:00,6.88
3/30/2021 16:00:00,7.21
3/31/2021 16:00:00,7.57
4/1/2021 16:00:00,7.87
4/5/2021 16:00:00,8.1
4/6/2021 16:00:00,7.5
4/7/2021 16:00:00,6.81
4/8/2021 16:00:00,7.25
4/9/2021 16:00:00,6.92
4/12/2021 16:00:00,7.14
4/13/2021 16:00:00,6.97
4/14/2021 16:00:00,6.55
4/15/2021 16:00:00,6.37
4/16/2021 16:00:00,5.99
4/19/2021 16:00:00,5.39
4/20/2021 16:00:00,5.66
4/21/2021 16:00:00,5.64
4/22/2021 16:00:00,5.28
4/23/2021 16:00:00,5.27
4/26/2021 16:00:00,6.08
4/27/2021 16:00:00,5.69
4/28/2021 16:00:00,6.05
4/29/2021 16:00:00,5.51
4/30/2021 16:00:00,5.45
5/3/2021 16:00:00,5.37
5/4/2021 16:00:00,5.01
5/5/2021 16:00:00,5.01
5/6/2021 16:00:00,4.73
5/7/2021 16:00:00,5.11
5/10/2021 16:00:00,4.77
5/11/2021 16:00:00,4.65
5/12/2021 16:00:00,4.93
5/13/2021 16:00:00,4.25
5/14/2021 16:00:00,4.61
5/17/2021 16:00:00,4.15
5/18/2021 16:00:00,4.17
5/19/2021 16:00:00,3.98
5/20/2021 16:00:00,4.12
5/21/2021 16:00:00,3.96
5/24/2021 16:00:00,4.19
5/25/2021 16:00:00,4.24
5/26/2021 16:00:00,4.33
5/27/2021 16:00:00,4.54
5/28/2021 16:00:00,4.07
6/1/2021 16:00:00,4.02
6/2/2021 16:00:00,4.25
6/3/2021 16:00:00,4.05
6/4/2021 16:00:00,3.94
6/7/2021 16:00:00,3.9
6/8/2021 16:00:00,3.92
6/9/2021 16:00:00,4.06
6/10/2021 16:00:00,5.04
6/11/2021 16:00:00,4.07
6/14/2021 16:00:00,4.35
6/15/2021 16:00:00,4.29
6/16/2021 16:00:00,3.97
6/17/2021 16:00:00,3.84
6/18/2021 16:00:00,3.75
6/21/2021 16:00:00,3.58
6/22/2021 16:00:00,3.56
6/23/2021 16:00:00,3.61
6/24/2021 16:00:00,3.84
6/25/2021 16:00:00,3.69
6/28/2021 16:00:00,3.76
6/29/2021 16:00:00,3.93
6/30/2021 16:00:00,4.4
