Date,Close
3/3/2015 16:00:00,69
3/4/2015 16:00:00,68.67
3/5/2015 16:00:00,67.92
3/6/2015 16:00:00,66.67
3/9/2015 16:00:00,66.15
3/10/2015 16:00:00,64.61
3/11/2015 16:00:00,65.97
3/12/2015 16:00:00,67.74
3/13/2015 16:00:00,67.57
3/16/2015 16:00:00,67.92
3/17/2015 16:00:00,69.09
3/18/2015 16:00:00,68.1
3/19/2015 16:00:00,70.09
3/20/2015 16:00:00,69.45
3/23/2015 16:00:00,67.61
3/24/2015 16:00:00,67.63
3/25/2015 16:00:00,65.56
3/26/2015 16:00:00,64.97
3/27/2015 16:00:00,67.75
3/30/2015 16:00:00,68.19
3/31/2015 16:00:00,67.25
4/1/2015 16:00:00,64.01
4/2/2015 16:00:00,61.88
4/6/2015 16:00:00,60.12
4/7/2015 16:00:00,59.57
4/8/2015 16:00:00,60.55
4/9/2015 16:00:00,61.16
4/10/2015 16:00:00,61.05
4/13/2015 16:00:00,61.01
4/14/2015 16:00:00,60.25
4/15/2015 16:00:00,60.99
4/16/2015 16:00:00,62.2
4/17/2015 16:00:00,61.49
4/20/2015 16:00:00,62.4
4/21/2015 16:00:00,63.7
4/22/2015 16:00:00,64.02
4/23/2015 16:00:00,62.8
4/24/2015 16:00:00,63.51
4/27/2015 16:00:00,61.98
4/28/2015 16:00:00,61.42
4/29/2015 16:00:00,59.87
4/30/2015 16:00:00,59.74
5/1/2015 16:00:00,61.4
5/4/2015 16:00:00,60.92
5/5/2015 16:00:00,59.23
5/6/2015 16:00:00,59.44
5/7/2015 16:00:00,62.52
5/8/2015 16:00:00,62.44
5/11/2015 16:00:00,62.95
5/12/2015 16:00:00,61.86
5/13/2015 16:00:00,61.23
5/14/2015 16:00:00,61.75
5/15/2015 16:00:00,61.6
5/18/2015 16:00:00,62.25
5/19/2015 16:00:00,60.81
5/20/2015 16:00:00,54.54
5/21/2015 16:00:00,54.13
5/22/2015 16:00:00,53.69
5/26/2015 16:00:00,51.92
5/27/2015 16:00:00,53.7
5/28/2015 16:00:00,53.49
5/29/2015 16:00:00,54.59
6/1/2015 16:00:00,56.31
6/2/2015 16:00:00,55.95
6/3/2015 16:00:00,55.87
6/4/2015 16:00:00,54.57
6/5/2015 16:00:00,54.09
6/8/2015 16:00:00,51.73
6/9/2015 16:00:00,52.58
6/10/2015 16:00:00,52.42
6/11/2015 16:00:00,52.5
6/12/2015 16:00:00,52.87
6/15/2015 16:00:00,52.25
6/16/2015 16:00:00,51.23
6/17/2015 16:00:00,51.32
6/18/2015 16:00:00,52.01
6/19/2015 16:00:00,53.25
6/22/2015 16:00:00,54.8
6/23/2015 16:00:00,55.23
6/24/2015 16:00:00,54.46
6/25/2015 16:00:00,54.94
6/26/2015 16:00:00,54.48
6/29/2015 16:00:00,52.81
6/30/2015 16:00:00,53.01
7/1/2015 16:00:00,51.69
7/2/2015 16:00:00,51.5
7/6/2015 16:00:00,53.85
7/7/2015 16:00:00,54.31
7/8/2015 16:00:00,52.82
7/9/2015 16:00:00,53.26
7/10/2015 16:00:00,55.51
7/13/2015 16:00:00,56.39
7/14/2015 16:00:00,55.73
7/15/2015 16:00:00,55.5
7/16/2015 16:00:00,54.98
7/17/2015 16:00:00,55.39
7/20/2015 16:00:00,55.35
7/21/2015 16:00:00,55.97
7/22/2015 16:00:00,57.07
7/23/2015 16:00:00,56.67
7/24/2015 16:00:00,56.49
7/27/2015 16:00:00,56.81
7/28/2015 16:00:00,58.42
7/29/2015 16:00:00,57.21
7/30/2015 16:00:00,56.84
7/31/2015 16:00:00,56.39
8/3/2015 16:00:00,58.32
8/4/2015 16:00:00,58.95
8/5/2015 16:00:00,58.11
8/6/2015 16:00:00,57.51
8/7/2015 16:00:00,56.74
8/10/2015 16:00:00,57.15
8/11/2015 16:00:00,57.87
8/12/2015 16:00:00,57.41
8/13/2015 16:00:00,58.35
8/14/2015 16:00:00,58.53
8/17/2015 16:00:00,59.6
8/18/2015 16:00:00,58.51
8/19/2015 16:00:00,58.23
8/20/2015 16:00:00,56.59
8/21/2015 16:00:00,55.09
8/24/2015 16:00:00,52.33
8/25/2015 16:00:00,52.1
8/26/2015 16:00:00,53.95
8/27/2015 16:00:00,53.36
8/28/2015 16:00:00,57.12
8/31/2015 16:00:00,56.97
9/1/2015 16:00:00,57.13
9/2/2015 16:00:00,57.29
9/3/2015 16:00:00,57.25
9/4/2015 16:00:00,56.69
9/8/2015 16:00:00,57.51
9/9/2015 16:00:00,57.67
9/10/2015 16:00:00,56.9
9/11/2015 16:00:00,56.83
9/14/2015 16:00:00,57.45
9/15/2015 16:00:00,57.28
9/16/2015 16:00:00,57.95
9/17/2015 16:00:00,61.56
9/18/2015 16:00:00,60.31
9/21/2015 16:00:00,60.45
9/22/2015 16:00:00,58.24
9/23/2015 16:00:00,58.17
9/24/2015 16:00:00,56.33
9/25/2015 16:00:00,55.42
9/28/2015 16:00:00,53.72
9/29/2015 16:00:00,52.46
9/30/2015 16:00:00,53.05
10/1/2015 16:00:00,53
10/2/2015 16:00:00,51.76
10/5/2015 16:00:00,53.33
10/6/2015 16:00:00,50.78
10/7/2015 16:00:00,51.58
10/8/2015 16:00:00,52.26
10/9/2015 16:00:00,55.71
10/12/2015 16:00:00,57.8
10/13/2015 16:00:00,57.3
10/14/2015 16:00:00,57.51
10/15/2015 16:00:00,57.76
10/16/2015 16:00:00,55.97
10/19/2015 16:00:00,56.75
10/20/2015 16:00:00,55.75
10/21/2015 16:00:00,54.55
10/22/2015 16:00:00,56.05
10/23/2015 16:00:00,59.68
10/26/2015 16:00:00,61.02
10/27/2015 16:00:00,60.94
10/28/2015 16:00:00,59.55
10/29/2015 16:00:00,60.25
10/30/2015 16:00:00,60.31
11/2/2015 16:00:00,60.6
11/3/2015 16:00:00,60.84
11/4/2015 16:00:00,60.29
11/5/2015 16:00:00,60.3
11/6/2015 16:00:00,61.49
11/9/2015 16:00:00,60.15
11/10/2015 16:00:00,60.06
11/11/2015 16:00:00,59.64
11/12/2015 16:00:00,59.25
11/13/2015 16:00:00,58.8
11/16/2015 16:00:00,58.08
11/17/2015 16:00:00,57.38
11/18/2015 16:00:00,57.71
11/19/2015 16:00:00,58.5
11/20/2015 16:00:00,58.81
11/23/2015 16:00:00,58.56
11/24/2015 16:00:00,56.8
11/25/2015 16:00:00,56.22
11/27/2015 16:00:00,56.82
11/30/2015 16:00:00,55.73
12/1/2015 16:00:00,56.99
12/2/2015 16:00:00,57.91
12/3/2015 16:00:00,56.74
12/4/2015 16:00:00,58.94
12/7/2015 16:00:00,60.52
12/8/2015 16:00:00,58.65
12/9/2015 16:00:00,57.86
12/10/2015 16:00:00,59.53
12/11/2015 16:00:00,57.03
12/14/2015 16:00:00,57.3
12/15/2015 16:00:00,57.9
12/16/2015 16:00:00,58.87
12/17/2015 16:00:00,57.32
12/18/2015 16:00:00,56.92
12/21/2015 16:00:00,58.05
12/22/2015 16:00:00,58
12/23/2015 16:00:00,58.35
12/24/2015 16:00:00,59.78
12/28/2015 16:00:00,59.01
12/29/2015 16:00:00,59.3
12/30/2015 16:00:00,57.51
12/31/2015 16:00:00,57.3
1/4/2016 16:00:00,55.61
1/5/2016 16:00:00,55.06
1/6/2016 16:00:00,55.2
1/7/2016 16:00:00,52.63
1/8/2016 16:00:00,51.89
1/11/2016 16:00:00,51.62
1/12/2016 16:00:00,50.86
1/13/2016 16:00:00,48.06
1/14/2016 16:00:00,47.83
1/15/2016 16:00:00,45.67
1/19/2016 16:00:00,45.18
1/20/2016 16:00:00,45.12
1/21/2016 16:00:00,45.33
1/22/2016 16:00:00,46.72
1/25/2016 16:00:00,46.44
1/26/2016 16:00:00,47.23
1/27/2016 16:00:00,47.71
1/28/2016 16:00:00,46.11
1/29/2016 16:00:00,48.28
2/1/2016 16:00:00,48.86
2/2/2016 16:00:00,46.45
2/3/2016 16:00:00,47.57
2/4/2016 16:00:00,48.41
2/5/2016 16:00:00,46.86
2/8/2016 16:00:00,45.68
2/9/2016 16:00:00,46.48
2/10/2016 16:00:00,47.71
2/11/2016 16:00:00,46.98
2/12/2016 16:00:00,48.35
2/16/2016 16:00:00,48.87
2/17/2016 16:00:00,50.61
2/18/2016 16:00:00,51.94
2/19/2016 16:00:00,53.82
2/22/2016 16:00:00,55.49
2/23/2016 16:00:00,55.45
2/24/2016 16:00:00,56.26
2/25/2016 16:00:00,56.86
2/26/2016 16:00:00,56.58
2/29/2016 16:00:00,57.26
3/1/2016 16:00:00,58.4
3/2/2016 16:00:00,57.92
3/3/2016 16:00:00,58.34
3/4/2016 16:00:00,58
3/7/2016 16:00:00,57.61
3/8/2016 16:00:00,56.34
3/9/2016 16:00:00,57.44
3/10/2016 16:00:00,57.26
3/11/2016 16:00:00,58.37
3/14/2016 16:00:00,58.98
3/15/2016 16:00:00,58.05
3/16/2016 16:00:00,58.77
3/17/2016 16:00:00,58.84
3/18/2016 16:00:00,60.41
3/21/2016 16:00:00,61.19
3/22/2016 16:00:00,60.49
3/23/2016 16:00:00,59.74
3/24/2016 16:00:00,57.84
3/28/2016 16:00:00,57.91
3/29/2016 16:00:00,58.66
3/30/2016 16:00:00,59.82
3/31/2016 16:00:00,59.86
4/1/2016 16:00:00,56.72
4/4/2016 16:00:00,55.85
4/5/2016 16:00:00,55.58
4/6/2016 16:00:00,55.14
4/7/2016 16:00:00,53.16
4/8/2016 16:00:00,53.08
4/11/2016 16:00:00,53.71
4/12/2016 16:00:00,54.07
4/13/2016 16:00:00,55.58
4/14/2016 16:00:00,56.73
4/15/2016 16:00:00,56.9
4/18/2016 16:00:00,56.98
4/19/2016 16:00:00,58.05
4/20/2016 16:00:00,58.6
4/21/2016 16:00:00,52.76
