Date,Close
11/5/2021 16:00:00,31.49
11/8/2021 16:00:00,36.69
11/9/2021 16:00:00,39.86
11/10/2021 16:00:00,36.49
11/11/2021 16:00:00,39.53
11/12/2021 16:00:00,44.19
11/15/2021 16:00:00,42.09
11/16/2021 16:00:00,36.9
11/17/2021 16:00:00,35.28
11/18/2021 16:00:00,33.63
11/19/2021 16:00:00,36.18
11/22/2021 16:00:00,33.45
11/23/2021 16:00:00,36.13
11/24/2021 16:00:00,37
11/26/2021 13:00:00,34.92
11/29/2021 16:00:00,37.37
11/30/2021 16:00:00,37.37
12/1/2021 16:00:00,35.6
12/2/2021 16:00:00,32.97
12/3/2021 16:00:00,28.64
12/6/2021 16:00:00,28.14
12/7/2021 16:00:00,29.68
12/8/2021 16:00:00,29.34
12/9/2021 16:00:00,26.5
12/10/2021 16:00:00,26
12/13/2021 16:00:00,24.37
12/14/2021 16:00:00,24.93
12/15/2021 16:00:00,25.87
12/16/2021 16:00:00,23.88
12/17/2021 16:00:00,23.24
12/20/2021 16:00:00,22.52
12/21/2021 16:00:00,24.05
12/22/2021 16:00:00,23.62
12/23/2021 16:00:00,25.67
12/27/2021 16:00:00,25.85
12/28/2021 16:00:00,23.65
12/29/2021 16:00:00,23
12/30/2021 16:00:00,23.5
12/31/2021 16:00:00,22.33
1/3/2022 16:00:00,22.74
1/4/2022 16:00:00,24.38
1/5/2022 16:00:00,21.44
1/6/2022 16:00:00,20.48
1/7/2022 16:00:00,20.36
1/10/2022 16:00:00,20.09
1/11/2022 16:00:00,20.86
1/12/2022 16:00:00,21.13
1/13/2022 16:00:00,20.15
1/14/2022 16:00:00,20.68
